N,P,K,temperature,humidity,ph,rainfall,label
140.5196663561709,60.38996813400231,19.369833262943217,,72.39554241110926,7.916507653575825,88.94000572053547,cotton
,21.072573288155468,46.58546850494622,30.11915291838432,97.00882372110009,6.479308350533859,24.65071334323863,muskmelon
51.66848103991879,69.188181025882,21.2451283588399,32.607020090299045,,7.111532421682235,69.32898522623893,blackgram
65.13328031583538,62.570253686252464,53.838735098465605,30.44324331750985,89.32720756547589,6.326933667599119,199.86235441372503,papaya
5.879597130141408,134.51442294850025,197.4217092023193,20.941374613503434,92.82438878494123,5.980268377430138,,apple
15.007020698560682,65.15356934166113,18.259440132695158,37.1874069073666,55.41243427161146,5.992015480718757,121.8816236016312,pigeonpeas
41.78284011951582,24.31927872776682,14.66115314085354,31.11940029056516,88.95676410866436,7.284693585977688,103.53394554519464,orange
96.49574575214402,21.001000097276517,24.951314567158096,23.88138754029676,55.85885243842935,6.490042343890647,174.51106498848358,coffee
106.09646439517935,91.19489991515664,48.49042836643224,25.692974342801534,83.94419574214311,6.332409215995294,114.76657809517926,banana
27.89804658290805,125.8914975378262,184.14891904288396,,91.4533444089517,5.812053135801239,105.64908621425096,apple
,54.671646720955856,15.22802561833451,28.571470711159925,,6.728546851789652,46.77438514552899,mungbean
54.36250555192389,47.72771333915199,21.149662554839196,24.79799058051159,69.10578076222656,7.297774791069079,89.54914309684567,maize
20.723795027911898,80.51303992072782,,28.639832241301225,67.07805944919181,6.944663209419194,61.24088567790761,blackgram
,65.94936230103282,24.85721579047675,29.327665250391348,59.9889797847735,8.14111766455503,50.464447819099874,lentil
27.603985434115557,73.01460065840318,87.05079235228882,17.022132468380352,20.26403440825728,6.729291855859619,74.62632459527212,chickpea
107.73559268362888,12.378576636846628,44.47204909289916,28.537552232222005,104.24182107787848,6.548209180282153,22.213348025599387,muskmelon
68.72882264967883,53.84221333328942,40.8926148451754,23.110797279628574,88.09530189902628,5.731837441780042,221.59741061734127,rice
27.676524457258243,10.916815085532823,10.59467114764866,13.696707880798552,92.09400250033956,,111.23572394800048,orange
20.981489604924505,52.79553746327773,25.454267881027263,28.33269899489977,61.52135287585394,9.214724683336582,61.02313764296883,mothbeans
0.0,12.251400599475916,6.277740466365167,21.56366110641127,87.99436135877004,7.857797712959154,114.90988770835315,orange
49.65633442955407,73.73688722497478,,18.04970996635805,14.811327759621852,7.641520559746262,80.43956803661028,chickpea
5.753680594137292,29.730580265224035,38.01724123274652,23.539227951383456,103.51340363712242,7.187090707513886,105.67610103929285,pomegranate
37.45440715108919,55.93867024843781,48.77485989430727,33.05388320410386,90.78704559382722,6.5467185946446325,49.07712044607818,papaya
86.4940825143952,20.850291599884883,52.50700326763192,30.763887812562796,92.63755402280344,5.602737525507232,23.992578167877937,muskmelon
125.02199027504032,49.07060964183025,23.550846846919743,23.83710037778042,80.92963663689022,6.955798595140567,63.26780193155957,cotton
25.710292091900563,71.7430123176341,24.916503060246992,23.998220010176656,20.165504905267145,6.139922177480891,119.94819091226135,kidneybeans
7.67651021228534,,182.7617907829082,19.500709329491347,76.88910196983574,5.781879845956441,68.12758193038256,grapes
49.27424180230263,72.53518003502906,15.735503898213604,26.543904260011733,72.39889692616894,6.485041303547591,72.07568233303377,blackgram
58.34782979706078,78.69172836645218,15.159224652353032,29.54693600426139,66.81456343611022,7.951235460796302,65.28738828251883,blackgram
71.77188171442458,55.86267181871469,36.24026420182916,24.547187440251847,81.08941968343989,6.022443409943421,192.4607501975427,jute
41.00131033269682,,11.873021303041565,10.839290960863076,93.22317003432754,7.606872115848906,108.23945471022112,orange
68.30035506098658,,21.362362111227743,,66.508470015615,6.959981232690929,80.57800820237118,maize
81.26721285180504,51.53498831379699,23.046656437193796,19.3934282577406,62.40331416365014,6.569885170132004,64.71090728981589,maize
27.110173682375557,71.13178325034492,20.563954384173787,17.442509337076846,25.051568882403203,5.629181353801376,70.65721745765408,kidneybeans
8.89591867061758,76.11603751439904,22.813673951538583,26.989141212180133,56.260378993986194,5.872597836679476,176.5540918778948,pigeonpeas
8.635140063810177,6.842340203917674,40.18196451761887,19.54933478363546,84.02957387538018,6.404749889277977,112.0124205297126,pomegranate
29.75409415012468,129.34727891716398,186.1734922758901,24.42352945308589,96.55717978102037,5.299235499279262,112.4221085224645,apple
37.3256173025753,36.42766223743739,17.346910998307948,28.431415885409344,80.40516997640468,6.895037093467706,59.74989829625755,mungbean
27.4386275025917,56.6635995110899,18.85646998086093,29.864596366761376,83.19759163620913,,50.71292558020401,mungbean
42.970541905292094,103.25170382825944,204.0180533273964,22.38408451182003,96.91351595514396,5.312914160845884,111.37586211919512,apple
39.82483111111411,47.70873942801788,22.72911166878378,29.321182125419003,93.67700482337484,6.76682559838193,37.797641302239214,mungbean
95.84724771077518,5.216997752190356,49.92184196978384,26.36128603509478,87.46449982323914,6.948091183736008,44.56668433760474,watermelon
12.637856868423048,20.367552202763854,38.778024620455135,20.6066511700782,88.58235931319072,6.24575978577452,106.13309644835682,pomegranate
24.44805143852132,63.30519601210496,19.894909919527542,19.945238571551474,58.835295901948285,4.744542787664801,181.62400794377203,pigeonpeas
90.53438777035208,32.32607927390846,43.5353300589146,26.106772323232956,81.20385507618165,5.881487072886622,268.22015749946206,rice
40.95853372035329,56.934527738519776,50.51150103699728,36.04044650849049,100.65550132750464,7.61655298363222,137.00047350760047,papaya
37.46071454337161,80.91088179790285,17.461938074820868,35.244755050445264,32.61137385695927,5.488303218159031,194.3080950015492,pigeonpeas
28.6274477035853,20.54888601179131,25.65666358259567,26.645400399348336,101.56633174959607,6.404053201079889,222.47371267396863,coconut
27.198335089301494,130.7450671445756,198.8194856447089,21.2296734705466,,6.351700272989994,,apple
31.75115876675935,8.328194981952985,7.572339227440563,34.329401287335806,99.84842795630576,7.368557434326682,105.15053899274068,orange
111.45845063013888,26.40662712770116,44.55272920454431,25.872582420969696,97.46630212193408,6.456792935125086,49.722378075053584,watermelon
79.9250728410155,6.718765124416143,44.99569347299822,29.694478590410995,90.59660973555408,6.77161481566097,25.53868784130101,muskmelon
4.809173466466639,23.66207394194319,5.8324357534918105,31.666137605991416,97.95880263073474,6.04681876532096,106.65458397737147,orange
42.73936981077198,30.458706715932912,37.01388829966502,19.68876521449837,86.06034288262886,6.240153076211925,102.5540499655884,pomegranate
17.784517947468782,18.262406491520377,27.76688320452114,29.197465147920195,87.73184234030273,,165.57162352309783,coconut
29.72710669821556,112.48962358958532,200.76201490617453,24.63099715133316,91.297877661007,5.414561940688755,129.1619134356283,apple
6.161015280804628,46.835766186508216,17.499936354340633,27.713498120854428,79.90527957294452,6.189328699268309,40.02142788923078,mungbean
35.42671953360073,38.807703516390845,15.71180789797982,28.952527145989222,87.24323227256082,6.862225073580472,56.34066159294749,mungbean
119.9885277117067,41.22983314180057,19.513339009127645,25.597336250803973,85.15056256801516,6.540751167990142,97.99707449489566,cotton
41.39089953933765,23.283614694332105,33.11280092581379,32.59277262460876,,4.581610564824436,98.48868585654137,mango
29.08225229928946,81.62504087818147,25.131017974642138,18.21468407458487,54.200573212726376,5.652885252708922,205.24740465733177,pigeonpeas
40.70563377185295,39.84607787152457,14.418426381987624,29.61513745289623,,6.388736166260483,58.370967737236825,mungbean
67.23541372742854,66.54368732473853,47.41941537402173,37.06234266469127,93.37888129173552,7.293563689169764,252.2593459734176,papaya
52.89838080539597,77.94935306925548,21.127064166641457,35.741969744109994,,7.440398444226596,62.82535645387455,blackgram
81.75369565162184,41.79123301324323,45.70067343205714,,77.14538648267138,7.906381210163122,264.9365385215896,rice
37.1127188111292,81.05504999634644,27.241238547199053,28.132549412383863,43.69301441452262,4.925425222089522,190.0390656013592,pigeonpeas
27.898670679856167,53.28381079161726,21.00096504255598,19.249767740534143,21.03975228252531,5.29983044385786,96.646070875209,kidneybeans
53.58923737733675,56.62158982215226,15.415418305417663,31.885946186523142,72.03539472418977,7.176818616283605,62.24254025626155,blackgram
